id	name	description
phs000770	Somatic Mutation Profile by Next Generation Sequencing in HER2+ Breast    Cancer	The HER pathway is the driving force behind 30% of human breast cancers. It is important to understand how targeted therapies block different cellular pathways, and mechanisms of escape from  this blockage. Therapies directed at HER2 establish a successful treatment paradigm, but de novo and acquired resistance exist. The HER signaling
phs000771	Bladder Cancer Clinical Cohorts	Cisplatin-based chemotherapy is the standard of care for patients with muscle invasive urothelial carcinoma. Pathologic downstaging to pT0/pTis after neoadjuvant cisplatin-based chemotherapy is associated with improved survival, and some patients  with metastatic disease achieve complete responses to these therapies. However, the molecular determinants of cisplatin response are incompletely
phs000772	Genetic Predictors of Adverse Radiotherapy Effects (Gene-PARE)	The goal of this study was to identify SNPs and CNPs that are associated with development of normal tissue toxicities resulting from radiotherapy for prostate cancer. The study population includes  approximately 1,400 men treated with brachytherapy, external beam radiation therapy, or a combination of the two treatments, and assessed for adverse
phs000773	CTLA4:CD28 in Sezary Syndrome	We sequenced two tumor and one normal whole genome libraries for a Sezary syndrome patient and also sequenced RNA libraries for each tumor. We identified a novel, highly expressed CTLA4:CD28  gene fusion that is predicted to results in a leading to stimulatory T-cell signaling in the presence of an inhibitory signal. Principal Investigator
phs000774	CCDG: Genetics of Orofacial Clefts and Related Phenotypes	The purpose of this study is to investigate the genetics of orofacial clefts (OFCs) in a large study population, and importantly, to incorporate subclinical phenotypic features into these studies. Orofacial  clefts (OFCs) comprise a significant fraction of human birth defects (about 1/700 live births (Rahimov et al. 2012) and represent a major public
phs000775	Joint Genome-Wide Gene Expression and GWAS Mapping in the MGS Dataset	Schizophrenia is a common and severe psychotic disorder. While some common SNPs and rare copy number variants have been identified as being significantly associated with disease risk, the biological mechanisms  remain undefined. To identify gene expression abnormalities in schizophrenia, we generated whole-genome gene expression profiles using microarrays on
phs000776	Consanguinity and Rare Mutations Outside of MCCC Genes Underlie    Non-Specific Phenotypes of MCC Deficiency	3-Methylcrotonyl-CoA Carboxylase Deficiency (MCCD) is an autosomal recessive disorder of leucine catabolism, which has a highly variable clinical phenotype, ranging from acute metabolic acidosis to non-specific symptoms such as developmental  delay, failure to thrive, hemiparesis, muscular hypotonia, and multiple sclerosis. Implementation of newborn screening for MCCD has resulted in
phs000777	NIDDK Gene discovery in FSGS	Focal segmental glomerulosclerosis (FSGS) is a frequent cause of end-stage renal disease. The pathogenesis of FSGS has not been precisely defined and there are no consistently effective treatments. Recent studies  identifying causal genes in rare, inherited FSGS, including our own study, have associated mutations in at least six genes with familial FSGS, and
phs000778	NIDDK Gene discovery in VUR	Primary vesicoureteric reflux (PVUR), or non-syndromic VUR, is the most common type of congenital anomaly of the kidney and the urinary tract (CAKUT). PVUR is the single most important risk  factor for pyelonephritis and renal parenchymal scarring in the pediatric age group. Renal parenchymal scarring due to PVUR is referred to as reflux
phs000779	OFCCR SNP-CpG	We profiled the methylation landscape of 2100 DNA samples ( 1100 cases of colorectal cancer and 1000 controls) from the Ontario Familial Colon Cancer Registry (OFCCR) using the HumanMethylation450 array  from Illumina. DNA was extracted from lymphocyte pellets, except for 99 samples for which DNA was extracted from lymphoblastoid cell lines. Samples
phs000780	Exome Sequencing of Childhood Wilms Tumor	Wilms tumor is the most common kidney cancer of children. To define the mutation spectrum of Wilms tumor, we performed whole-exome sequencing on matched tumor-normal pairs. A further set of  tumor samples underwent whole exome sequencing without accompanying normal tissue. Exome data for patients giving consent to have the information
phs000781	Children's Hospital of Philadelphia: GWAS of Left-Sided Cardiac Defects	This is a family-based genome-wide association study of congenital left-sided cardiac lesions (LSLs). Cases with LSLs and their parents were recruited from the Cardiac Center at The Children's Hospital of  Philadelphia between 1997 and 2010. The discovery dataset included 405 LSL case-parent triads. DNA was extracted from blood or saliva samples from
phs000782	Post-Liver Transplant Recurrent Human Hepatocellular Carcinoma Study    (RHCCS)	The whole exome sequencing showed that HERC5 deletion and under-expression associates with shorter: time to tumor recurrence, progression-free, and overall survival in hepatocellular carcinoma (HCC) in two independent studies (p1  0.004, HR1 1.80; p2 0.018, HR2 3.31) totaling 286 HCC patients. Matched primary and recurrent tumors indicated a clonal selection advantage in
phs000783	Gene Mutation and Rescue in Human Congenital Diaphragmatic Hernia (CDH)	Congenital diaphragmatic hernia (CDH) is a common and severe birth defect characterized by structural defects of the diaphragm and by pulmonary hypoplasia. Congenital diaphragmatic hernia patient may present either as  an isolated phenotype or together with other congenital anomalies in a complex phenotype. Despite the clinical significance of CDH, the underlying
phs000784	Genetic Epidemiology Network of Salt Sensitivity (GenSalt)	The GenSalt study is aimed at identifying novel genes which interact with the effect of dietary sodium and potassium intake or cold pressor on blood pressure. Inclusion criteria for proband  Men or women aged 18-60 years Systolic BP 130-160mm Hg and/or diastolic BP 85-100mm Hg Both parents (two-generation nuclear family) or at least one
phs000785	Sequencing Analysis of Cutaneous Squamous Cell Carcinoma	The Exome Sequencing Analysis of Cutaneous Squamous Cell Carcinoma (SCC) study is a single-center cohort study. To identify recurrent genomic aberrations that might underlie the development of this malignancy, we  performed whole exome sequencing on a series of SCC-normal pairs to distill a list of 336 candidate genes that were subsequently re-sequenced in 100
phs000787	Immunosenescence: Immunity in the Young and Aged	The study sequenced TCRB gene rearrangements from young versus elderly human subjects. Inclusion: Healthy apheresis platelet donors Aged 20-35 years, or 70-85 years Exclusion: History of autoimmune disease History of  diabetes mellitus History of chemotherapy Co-principal Investigators: Scott D. Boyd, MD, PhD, Stanford University, Stanford, CA, USA Co-principal
